track_id,name,album,artists,url,acousticness,danceability,energy,instrumentalness,speechiness,valence,duration,loudness,tempo,time_signature,key,mode
15EPc80XuFrb2LmOzGjuRg,Crew (feat. Brent Faiyaz & Shy Glizzy),At What Cost,"GoldLink, Brent Faiyaz, Shy Glizzy",https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,0.133,0.728,0.607,0,0.132,0.445,176.70204,-8.417,129.938,4,1,0
5Yo5PpwKlekpbOd8JucLAP,I'm Good (Blue),I'm Good (Blue),Cupido,https://open.spotify.com/track/5Yo5PpwKlekpbOd8JucLAP,0.00325,0.706,0.68,7.04e-05,0.0324,0.43,137.47829,-9.103,115.04,4,9,0
51rPRW8NjxZoWPPjnRGzHw,Tadow,Lady Lady,"Masego, FKJ",https://open.spotify.com/track/51rPRW8NjxZoWPPjnRGzHw,0.669,0.704,0.487,8.64e-05,0.0604,0.313,301.89334,-6.407,121.726,4,9,0
3jHdKaLCkuNEkWcLVmQPCX,BEST INTEREST,BEST INTEREST,"Tyler, The Creator",https://open.spotify.com/track/3jHdKaLCkuNEkWcLVmQPCX,0.0861,0.596,0.575,0.000153,0.0514,0.34,127.92109,-8.325,98.265,3,11,0
6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,DAMN.,Kendrick Lamar,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg,0.0786,0.665,0.535,1.68e-05,0.0572,0.37,275.25333,-7.056,138.842,4,4,0
0ytvsZOerGzUWfHXVT2Sgy,Eternal Youth,Eternal Youth,RŮDE,https://open.spotify.com/track/0ytvsZOerGzUWfHXVT2Sgy,0.0347,0.655,0.487,0.897,0.033,0.0454,205.76599,-7.988,139.914,4,6,1
4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,Songs About Jane: 10th Anniversary Edition,Maroon 5,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16,0.228,0.651,0.663,0,0.0281,0.465,259.45334,-5.569,102.0,4,0,0
7qrBYrivpvfXUPBMmqh3dA,5:32pm,Vibes 2,The Deli,https://open.spotify.com/track/7qrBYrivpvfXUPBMmqh3dA,0.686,0.691,0.186,0.934,0.0487,0.548,136.91406,-13.672,86.383,4,10,0
2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,Ctrl,SZA,https://open.spotify.com/track/2fXwCWkh6YG5zU1IyvQrbs,0.131,0.692,0.684,0,0.155,0.406,231.25333,-7.364,112.912,4,6,1
7yq4Qj7cqayVTp3FF9CWbm,Riptide,Dream Your Life Away,Vance Joy,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm,0.431,0.484,0.731,0,0.0379,0.51,204.28,-6.694,101.654,4,1,1
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,0.751,0.501,0.405,0,0.0319,0.446,182.16054,-5.679,109.891,4,1,1
6FBzhcfgGacfXF3AmtfEaX,C U Girl,C U Girl,Steve Lacy,https://open.spotify.com/track/6FBzhcfgGacfXF3AmtfEaX,0.663,0.414,0.473,0.0523,0.116,0.409,129.69797,-8.911,100.0,4,11,0
0f8eRy9A0n6zXpKSHSCAEp,Infrunami,The Lo-Fis,Steve Lacy,https://open.spotify.com/track/0f8eRy9A0n6zXpKSHSCAEp,0.31,0.826,0.299,0.0952,0.0446,0.215,178.32845,-7.721,97.012,4,9,1
6G6M4fl2I0eqEQnzyTwR8m,You Wish,In A Space Outta Sound,Nightmares On Wax,https://open.spotify.com/track/6G6M4fl2I0eqEQnzyTwR8m,0.708,0.781,0.25,0.91,0.0297,0.454,209.31664,-9.702,103.478,4,9,0
2LMkwUfqC6S6s6qDVlEuzV,White Ferrari,Blonde,Frank Ocean,https://open.spotify.com/track/2LMkwUfqC6S6s6qDVlEuzV,0.77,0.501,0.0958,0,0.0433,0.204,248.80771,-15.605,108.741,4,0,1
4xF4ZBGPZKxECeDFrqSAG4,snowfall,snowfall,"Øneheart, reidenshi",https://open.spotify.com/track/4xF4ZBGPZKxECeDFrqSAG4,0.929,0.466,0.0918,0.803,0.0269,0.0841,124.06576,-26.813,95.014,4,10,1
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,The Land Is Inhospitable and So Are We,Mitski,https://open.spotify.com/track/3vkCueOmm7xQDoJ17W1Pm3,0.868,0.504,0.308,0.135,0.0321,0.121,137.77333,-14.958,113.95,4,9,1
4at3d5QWnlibMVN75ECDrp,Pretty Little Fears (feat. J. Cole),East Atlanta Love Letter,"6LACK, J. Cole",https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp,0.696,0.61,0.458,0.000103,0.36,0.246,240.34158,-11.336,192.099,4,9,1
3a3dQOO19moXPeTt2PomoT,What You Heard,What You Heard,Sonder,https://open.spotify.com/track/3a3dQOO19moXPeTt2PomoT,0.546,0.429,0.371,5.71e-06,0.0327,0.135,238.24231,-9.017,137.134,4,2,0
6vg9PnlpahS0y0Tuuix442,Chasing Time,Chasing Time,"Thierry Von Der Warth, Jay Mason, Edwardo Atlas",https://open.spotify.com/track/6vg9PnlpahS0y0Tuuix442,0.151,0.796,0.674,0.000418,0.035,0.518,151.47047,-6.737,124.008,4,3,1
5YqpHuXpFjDVZ7tY1ClFll,Heartbeats,Veneer,José González,https://open.spotify.com/track/5YqpHuXpFjDVZ7tY1ClFll,0.977,0.589,0.177,0.714,0.0325,0.311,161.68,-14.891,88.409,4,3,1
3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,17,XXXTENTACION,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,0.847,0.734,0.57,2.14e-05,0.133,0.689,95.46667,-7.066,129.953,4,7,0
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,0.349,0.511,0.566,0,0.2,0.218,239.83578,-7.23,83.903,4,6,0
6GnhWMhgJb7uyiiPEiEkDA,Weekend (feat. Miguel),GO:OD AM,"Mac Miller, Miguel",https://open.spotify.com/track/6GnhWMhgJb7uyiiPEiEkDA,0.47,0.843,0.435,0,0.178,0.19,208.08,-8.442,120.058,4,8,1
4RVbK6cV0VqWdpCDcx3hiT,Reborn,KIDS SEE GHOSTS,KIDS SEE GHOSTS,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT,0.339,0.585,0.597,0.0404,0.037,0.227,324.67422,-7.499,100.051,4,0,1
5TXDeTFVRVY7Cvt0Dw4vWW,Revenge,17,XXXTENTACION,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW,0.782,0.746,0.251,0.00203,0.259,0.18,120.02667,-16.169,139.999,4,11,0
62vpWI1CHwFy7tMIcSStl8,No Role Modelz,2014 Forest Hills Drive,J. Cole,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,0.301,0.692,0.521,0,0.33,0.463,292.98666,-8.465,100.45,4,10,0
7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,ASTROWORLD,Travis Scott,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,0.283,0.785,0.554,3.4e-06,0.0409,0.144,150.04308,-6.571,128.047,4,0,1
4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,Goodbye & Good Riddance,Juice WRLD,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,0.0769,0.671,0.529,0.000335,0.307,0.203,165.81973,-7.226,161.989,4,0,1
4cxMGhkinTocPSVVKWIw0d,Losin Control,There's Really A Wolf,Russ,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,0.515,0.759,0.245,0.000154,0.138,0.209,237.50667,-6.545,96.992,4,6,1
0mflMxspEfB0VbI1kyLiAv,Stick Season,Stick Season,Noah Kahan,https://open.spotify.com/track/0mflMxspEfB0VbI1kyLiAv,0.782,0.662,0.488,0,0.0682,0.817,182.34671,-6.935,117.896,4,9,1
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,https://open.spotify.com/track/6wf7Yu7cxBSPrRlWeSeK0Q,0.959,0.444,0.0911,1.05e-06,0.0307,0.142,222.36957,-17.843,79.449,4,0,1
1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),"Stephen Sanchez, Em Beihold",https://open.spotify.com/track/1Y3LN4zO1Edc2EluIoSPJN,0.777,0.551,0.55,0,0.0286,0.342,176.44,-5.339,101.19,3,10,1
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Glimpse of Us,Joji,https://open.spotify.com/track/6xGruZOHLs39ZbVccQTuPZ,0.891,0.44,0.317,4.78e-06,0.0531,0.268,233.45619,-9.258,169.914,3,8,1
2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),Drops Of Jupiter,Train,https://open.spotify.com/track/2hKdd3qO7cWr2Jo0Bcs0MA,0.153,0.481,0.638,0,0.0276,0.497,259.93332,-5.862,79.064,4,0,1
0tgVpDi06FyKpA1z0VMD4v,Perfect,÷ (Deluxe),Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0.163,0.599,0.448,0,0.0232,0.168,263.4,-6.312,95.05,3,8,1
3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,Starboy,"The Weeknd, Daft Punk",https://open.spotify.com/track/3dhjNA0jGA8vHBQ1VdD6vV,0.428,0.773,0.819,0,0.118,0.585,269.18668,-5.946,92.987,4,0,0
6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,Say Yes To Heaven,Lana Del Rey,https://open.spotify.com/track/6GGtHZgBycCgGBUhZo81xe,0.709,0.49,0.352,0.0856,0.0254,0.166,209.156,-11.576,99.898,4,6,0
41WQUSINanQHfhfKpFDsms,Used To Be Young,Endless Summer Vacation,Miley Cyrus,https://open.spotify.com/track/41WQUSINanQHfhfKpFDsms,0.6,0.451,0.632,0,0.0475,0.455,191.18576,-3.834,147.029,4,4,1
0lx2cLdOt3piJbcaXIV74f,willow,evermore,Taylor Swift,https://open.spotify.com/track/0lx2cLdOt3piJbcaXIV74f,0.833,0.392,0.574,0.00179,0.17,0.529,214.70667,-9.195,81.112,4,7,1
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Stuck with U,"Ariana Grande, Justin Bieber",https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,0.223,0.597,0.45,0,0.0418,0.537,228.48213,-6.658,178.765,3,8,1
3YJJjQPAbDT7mGpX3WtQ9A,Good Days,Good Days,SZA,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A,0.499,0.436,0.655,8.1e-06,0.0583,0.412,279.20398,-8.37,121.002,4,1,0
4S7YHmlWwfwArgd8LfSPud,L$D,AT.LONG.LAST.A$AP,A$AP Rocky,https://open.spotify.com/track/4S7YHmlWwfwArgd8LfSPud,0.194,0.598,0.252,0.133,0.0644,0.0352,238.30667,-15.086,120.064,4,2,1
14SaZBTjxlorHJQxXh01Hu,Girls Need Love (with Drake) - Remix,Last Day Of Summer,"Summer Walker, Drake",https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu,0.443,0.656,0.432,0,0.217,0.0897,222.37433,-9.481,97.022,4,6,0
5iSEsR6NKjlC9SrIJkyL3k,Pursuit Of Happiness (Nightmare),Man On The Moon: The End Of Day,"Kid Cudi, MGMT, Ratatat",https://open.spotify.com/track/5iSEsR6NKjlC9SrIJkyL3k,0.484,0.63,0.605,9.29e-05,0.0414,0.266,295.29333,-8.951,115.275,4,0,1
2t8yVaLvJ0RenpXUIAC52d,a lot,i am > i was,21 Savage,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,0.0395,0.837,0.636,0.00125,0.086,0.274,288.62418,-7.643,145.972,4,1,1
0PXp9QxBfSKGGpWUNaws2X,Drama (feat. Drake),Exis,"Roy Woods, Drake",https://open.spotify.com/track/0PXp9QxBfSKGGpWUNaws2X,0.157,0.709,0.362,0,0.055,0.113,251.85963,-9.814,122.043,4,11,1
05nbZ1xxVNwUTcGwLbp7CN,Myself,NAV,NAV,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN,0.648,0.749,0.398,1.26e-06,0.171,0.0859,226.04,-7.44,80.027,4,5,0
4Wjhj0WjkyECccfHVIgaTq,Trust Issues,Care Package,Drake,https://open.spotify.com/track/4Wjhj0WjkyECccfHVIgaTq,0.779,0.421,0.539,0,0.274,0.523,281.51874,-5.456,89.177,3,11,0
4BhGTc3Cgay2U1QcTS7vQe,Fire & Desire,Views,Drake,https://open.spotify.com/track/4BhGTc3Cgay2U1QcTS7vQe,0.0671,0.722,0.252,0,0.0761,0.275,238.12,-14.411,79.923,4,1,0
1Xof3gjWH8EGGwZo7hxJb1,silver sky,silver sky,LVTA,https://open.spotify.com/track/1Xof3gjWH8EGGwZo7hxJb1,0.685,0.63,0.344,0.868,0.224,0.217,121.64381,-10.97,145.325,4,0,1
3Kj2EWpIBnvETsYq4cq0IH,Big Black Car,This Empty Northern Hemisphere,Gregory Alan Isakov,https://open.spotify.com/track/3Kj2EWpIBnvETsYq4cq0IH,0.909,0.6,0.186,0.00102,0.0317,0.468,217.46667,-15.926,110.044,4,3,1
3DK6m7It6Pw857FcQftMds,Runaway,My Beautiful Dark Twisted Fantasy,"Kanye West, Pusha T",https://open.spotify.com/track/3DK6m7It6Pw857FcQftMds,0.219,0.374,0.568,0.00219,0.109,0.111,547.73334,-3.825,84.733,4,1,0
4KW1lqgSr8TKrvBII0Brf8,Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,https://open.spotify.com/track/4KW1lqgSr8TKrvBII0Brf8,0.118,0.724,0.573,0,0.0549,0.438,135.92,-4.113,113.088,4,7,1
4MXhiYIRDMGAuvZc5IFTwC,ASTROTHUNDER,ASTROWORLD,Travis Scott,https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC,0.142,0.7,0.46,4.81e-05,0.0661,0.286,142.9693,-8.111,151.901,4,4,0
1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Just As I Am,Bill Withers,https://open.spotify.com/track/1k1Bqnv2R0uJXQN4u6LKYt,0.457,0.527,0.415,1.72e-05,0.122,0.515,125.09333,-11.451,78.169,4,4,0
1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),Freudian,"Daniel Caesar, H.E.R.",https://open.spotify.com/track/1RMJOxR6GRPsBHL8qeC2ux,0.808,0.524,0.364,0,0.0367,0.436,209.83116,-10.209,75.24,4,7,1
01z2fBGB8Hl3Jd3zXe4IXR,Come Back to Earth,Swimming,Mac Miller,https://open.spotify.com/track/01z2fBGB8Hl3Jd3zXe4IXR,0.89,0.272,0.238,0.00925,0.0349,0.119,161.84,-12.148,83.507,4,2,0
3B3eOgLJSqPEA0RfboIQVM,Skinny Love,"For Emma, Forever Ago",Bon Iver,https://open.spotify.com/track/3B3eOgLJSqPEA0RfboIQVM,0.845,0.592,0.263,5.68e-06,0.0568,0.109,238.52,-14.029,76.366,4,4,0
3RjVTTJwqgKsNUImPBfmNT,Walking in Ueno,Coffee Sunrise,LoFi Waiter,https://open.spotify.com/track/3RjVTTJwqgKsNUImPBfmNT,0.55,0.648,0.499,0.933,0.0412,0.119,91.83274,-9.724,147.661,4,8,1
1Omt5bfz1tZUCqd26HxbS0,Beyond,Good Thing,Leon Bridges,https://open.spotify.com/track/1Omt5bfz1tZUCqd26HxbS0,0.229,0.581,0.687,0,0.105,0.187,240.6,-5.4,76.014,4,6,1
3btdOaDH4o9B518GryM5RT,Home,Home,"TRE, Bucko., CLOVER",https://open.spotify.com/track/3btdOaDH4o9B518GryM5RT,0.698,0.592,0.473,0.0442,0.0428,0.0539,132.08159,-12.298,117.998,4,10,0
5u4hhtZ7f4rWkMZEZcTKrH,Relax My Eyes,Relax My Eyes,"ANOTR, Abel Balder",https://open.spotify.com/track/5u4hhtZ7f4rWkMZEZcTKrH,0.176,0.747,0.616,0.116,0.0324,0.908,192.15099,-9.76,131.975,4,3,0
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),lovely (with Khalid),"Billie Eilish, Khalid",https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,0.934,0.351,0.296,0,0.0333,0.12,200.18571,-10.109,115.284,4,4,0
2lJ4d8MCT6ZlDRHKJ1br14,Cirrus,The North Borders,Bonobo,https://open.spotify.com/track/2lJ4d8MCT6ZlDRHKJ1br14,0.395,0.64,0.844,0.933,0.0374,0.364,352.2469,-8.412,119.042,4,2,0
58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,Can We Kiss Forever?,"Kina, Adriana Proenza",https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,0.894,0.522,0.128,0.026,0.0357,0.124,187.9318,-18.717,109.986,4,4,1
4hHvZD1pcvG8rxUkhau6Is,Bloom,Bloom,"Lucas Estrada, TWOPILOTS",https://open.spotify.com/track/4hHvZD1pcvG8rxUkhau6Is,0.0224,0.646,0.742,4.99e-05,0.0254,0.136,179.42857,-4.96,104.991,4,5,0
6me7F0aaZjwDo6RJ5MrfBD,Evergreen,RMCM,Richy Mitch & The Coal Miners,https://open.spotify.com/track/6me7F0aaZjwDo6RJ5MrfBD,0.557,0.555,0.216,0.00416,0.0721,0.504,87.0,-11.661,79.109,3,3,1
17phhZDn6oGtzMe56NuWvj,Lose Control,I've Tried Everything But Therapy (Part 1),Teddy Swims,https://open.spotify.com/track/17phhZDn6oGtzMe56NuWvj,0.199,0.561,0.604,1.9e-05,0.0337,0.242,210.68884,-4.409,159.92,3,9,1
4XvcHTUfIlWfyJTRG0aqlo,2055,Still Sleep?,Sleepy Hallow,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo,0.492,0.829,0.512,0,0.187,0.638,123.98698,-5.865,80.511,4,6,0
2SIG8r7jJLXc9Q3fAOUrwx,Tough Night,Tough Night,Thin Wire,https://open.spotify.com/track/2SIG8r7jJLXc9Q3fAOUrwx,0.916,0.704,0.465,0.881,0.105,0.755,107.08254,-12.648,131.992,4,3,0
7D2HQUa4MBc6FlezpFpMss,Better Days,Better Days,"Thunder, LO",https://open.spotify.com/track/7D2HQUa4MBc6FlezpFpMss,0.219,0.65,0.805,0.134,0.0362,0.0989,138.03029,-9.192,115.071,4,11,1
5uu2OCGGrTRS1sIvlMgKwe,i am not who i was,i am not who i was,Chance Peña,https://open.spotify.com/track/5uu2OCGGrTRS1sIvlMgKwe,0.703,0.697,0.22,0,0.042,0.194,145.43819,-13.696,129.966,4,0,1
5oady7OSE7dH7LHiqmb3Cr,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",Floor Seats,"A$AP Ferg, Brent Faiyaz, Salaam Remi",https://open.spotify.com/track/5oady7OSE7dH7LHiqmb3Cr,0.292,0.737,0.597,0,0.119,0.449,222.98666,-7.333,92.049,4,7,1
4Pwjz3DfvfQWV0rO2V8jyh,"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city",Kendrick Lamar,https://open.spotify.com/track/4Pwjz3DfvfQWV0rO2V8jyh,0.0152,0.587,0.698,0,0.0943,0.0985,310.72,-8.948,133.954,4,1,1
2uwnP6tZVVmTovzX5ELooy,Power Trip (feat. Miguel),Born Sinner (Deluxe Version),"J. Cole, Miguel",https://open.spotify.com/track/2uwnP6tZVVmTovzX5ELooy,0.324,0.667,0.608,0.000198,0.216,0.475,241.16,-7.054,99.992,4,1,1
1vvnYpYEMVB4aq9I6tHIEB,4 Your Eyez Only,4 Your Eyez Only,J. Cole,https://open.spotify.com/track/1vvnYpYEMVB4aq9I6tHIEB,0.367,0.701,0.485,6.31e-05,0.364,0.496,530.25336,-10.305,78.863,4,11,0
5Kskr9LcNYa0tpt5f0ZEJx,Calling My Phone,Calling My Phone,"Lil Tjay, 6LACK",https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx,0.451,0.907,0.393,1.35e-06,0.0539,0.202,205.458,-7.636,104.949,4,4,0
4uhvMW7ly7tJil31YYscAN,Erase Your Social,The Perfect LUV Tape,Lil Uzi Vert,https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN,0.694,0.705,0.609,0,0.0729,0.718,199.99347,-5.728,140.058,4,3,1
0uxSUdBrJy9Un0EYoBowng,20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,0.109,0.773,0.75,0,0.117,0.783,220.58667,-4.009,123.426,4,8,0
6LyAwkJsHlW7RQ8S1cYAtM,Overdue (with Travis Scott),NOT ALL HEROES WEAR CAPES (Deluxe),"Metro Boomin, Travis Scott",https://open.spotify.com/track/6LyAwkJsHlW7RQ8S1cYAtM,0.733,0.638,0.4,0.000133,0.0425,0.495,166.09332,-11.212,150.174,4,11,0
79MSEdtXuudhGhC5AtG07g,Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,https://open.spotify.com/track/79MSEdtXuudhGhC5AtG07g,0.0199,0.596,0.678,0.004,0.0335,0.259,99.21333,-5.18,117.066,4,9,1
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,"Zach Bryan, Kacey Musgraves",https://open.spotify.com/track/4KULAymBBJcPRpk1yO4dOG,0.554,0.429,0.453,2.0e-06,0.0459,0.155,227.19592,-7.746,77.639,4,0,1
45bE4HXI0AwGZXfZtMp8JR,you broke me first,you broke me first,Tate McRae,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,0.785,0.667,0.373,0,0.05,0.0823,169.2659,-9.389,124.148,4,4,1
26b3oVLrRUaaybJulow9kz,People,People,Libianca,https://open.spotify.com/track/26b3oVLrRUaaybJulow9kz,0.551,0.573,0.422,1.31e-05,0.0678,0.693,184.79143,-7.621,124.357,5,10,0
1ZMiCix7XSAbfAJlEZWMCp,Falling,Fine Line,Harry Styles,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,0.839,0.567,0.267,1.46e-06,0.0299,0.0592,240.13333,-6.502,110.011,4,4,1
0qvzXomUDJVaUboy2wMfiS,This Town,Flicker (Deluxe),Niall Horan,https://open.spotify.com/track/0qvzXomUDJVaUboy2wMfiS,0.712,0.677,0.401,0,0.0308,0.195,232.85246,-8.467,111.825,4,9,1
7qF0FfuzBFwMe1lNHkEDxW,"Take Me Home, Country Roads","Take Me Home, Country Roads",Lana Del Rey,https://open.spotify.com/track/7qF0FfuzBFwMe1lNHkEDxW,0.921,0.516,0.167,1.61e-05,0.0265,0.304,166.67601,-13.295,74.991,4,9,1
0E4Y1XIbs8GrAT1YqVy6dq,Afterglow,Afterglow,Ed Sheeran,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,0.698,0.641,0.324,0,0.0299,0.273,185.4868,-5.851,110.184,4,11,1
3cjF2OFRmip8spwZYQRKxP,Feel No Ways,Views,Drake,https://open.spotify.com/track/3cjF2OFRmip8spwZYQRKxP,0.0312,0.582,0.677,6.6e-06,0.172,0.205,240.65334,-7.081,193.818,4,7,1
5MhMXTuVODDF234VDvSxQx,Awake,Awake,Tycho,https://open.spotify.com/track/5MhMXTuVODDF234VDvSxQx,0.0585,0.552,0.877,0.899,0.0353,0.597,283.63638,-5.765,176.05,4,1,1
7D0RhFcb3CrfPuTJ0obrod,Sparks,Parachutes,Coldplay,https://open.spotify.com/track/7D0RhFcb3CrfPuTJ0obrod,0.748,0.371,0.268,0.0517,0.0281,0.165,227.09332,-10.506,102.617,3,1,1
2N3U8uTYhjX2KwGT0pf5x0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",AT.LONG.LAST.A$AP,"A$AP Rocky, Rod Stewart, Miguel, Mark Ronson",https://open.spotify.com/track/2N3U8uTYhjX2KwGT0pf5x0,0.00996,0.394,0.661,0,0.192,0.335,260.98666,-8.684,149.818,4,4,1
1hz7SRTGUNAtIQ46qiNv2p,"GONE, GONE / THANK YOU",IGOR,"Tyler, The Creator",https://open.spotify.com/track/1hz7SRTGUNAtIQ46qiNv2p,0.216,0.518,0.492,0.0012,0.193,0.471,375.38666,-8.436,78.848,4,10,0
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,2014 Forest Hills Drive,J. Cole,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr,0.324,0.69,0.521,0,0.339,0.494,292.79913,-8.492,100.028,4,10,0
4tqcoej1zPvwePZCzuAjJd,Wet Dreamz,2014 Forest Hills Drive,J. Cole,https://open.spotify.com/track/4tqcoej1zPvwePZCzuAjJd,0.0697,0.495,0.722,0,0.357,0.539,239.26659,-8.108,175.627,4,6,0
2J6OF7CkpdQGSfm1wdclqn,Clouded,Fuck The World,Brent Faiyaz,https://open.spotify.com/track/2J6OF7CkpdQGSfm1wdclqn,0.774,0.583,0.344,0,0.0559,0.581,110.12853,-8.765,65.203,3,2,1
5tsI3xxDHDgzHhn30LTQNz,These Days,This Isn't The Album,mike.,https://open.spotify.com/track/5tsI3xxDHDgzHhn30LTQNz,0.533,0.815,0.364,3.52e-05,0.375,0.328,268.56558,-11.158,129.937,4,2,1
152lZdxL1OR0ZMW6KquMif,Location,American Teen,Khalid,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,0.33,0.736,0.449,0.000162,0.425,0.326,219.08,-11.462,80.126,4,1,0
0bRXwKfigvpKZUurwqAlEh,Lovely Day,Menagerie,Bill Withers,https://open.spotify.com/track/0bRXwKfigvpKZUurwqAlEh,0.292,0.692,0.651,0.00241,0.0324,0.706,254.56,-8.267,97.923,4,9,1
65r94rVdiMwqXyQFEr3tqT,Resonance,Odyssey,Home,https://open.spotify.com/track/65r94rVdiMwqXyQFEr3tqT,0.0352,0.566,0.74,0.849,0.063,0.419,212.88113,-8.614,170.098,5,8,1
3pjUyVbFmM96tYhSaKJwTt,Change,4 Your Eyez Only,J. Cole,https://open.spotify.com/track/3pjUyVbFmM96tYhSaKJwTt,0.666,0.74,0.523,0.00142,0.233,0.235,331.48,-10.753,97.063,4,11,0
7vGuf3Y35N4wmASOKLUVVU,Silence,Silence,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,0.256,0.52,0.761,4.96e-06,0.0853,0.286,180.82281,-3.093,141.971,4,4,1
30bqVoKjX479ab90a8Pafp,Star Shopping,Star Shopping,Lil Peep,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp,0.0967,0.585,0.471,0.0184,0.0616,0.323,142.0,-9.934,93.099,4,4,0
4HQEDrFbkrVo43WTtHCoDF,Watching The Rain,Rainy Nights,LoFi Waiter,https://open.spotify.com/track/4HQEDrFbkrVo43WTtHCoDF,0.0388,0.694,0.704,0.831,0.207,0.212,96.61664,-10.396,74.983,4,11,0
5WNYg3usc6H8N3MBEp4zVk,Boredom (feat. Rex Orange County & Anna of the North),Flower Boy,"Tyler, The Creator, Rex Orange County, Anna of the North",https://open.spotify.com/track/5WNYg3usc6H8N3MBEp4zVk,0.79,0.559,0.578,0.000522,0.151,0.239,320.72,-9.54,79.938,4,8,1
451EMYReoEHbfvj75Pu1B9,The Girl With the Cappuccino,Coffee Sunrise,LoFi Waiter,https://open.spotify.com/track/451EMYReoEHbfvj75Pu1B9,0.656,0.79,0.446,0.931,0.052,0.222,114.20313,-9.273,80.002,4,9,0
